"Symbol";"Name";"Interesting";"Description";"Assets";"ETF_Currency";"Industry";"Region";"Region_Currency";"Capitalisation";"Weighting";"Type";"P/E";"Dividends";"Long-Short";"Leverage";"ER";"Liquidity";"FX_risk";"Short_Name";"Bloomberg_Ticker";"ISIN";"Indexname";"Bloomberg_Index";"Reuters_Index"
"SYLD";"Cambria Shareholder Yield ETF";"No";"actively managed fund that employs the manager's quantitative algorithm to select U.S. listed companies that show strong characteristics in returning free cash flow to their shareholders. Specifically, SYLD invests in 100 stocks with market caps greater than $200 million that rank among the highest in (a) paying cash dividends, (b) engaging in net share repurchases, and (c) paying down debt on their balance sheets.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"Corporate";"No";"Dividends";"Long";"No";"B-";"Check";"No FX risk for USD";"Cambria Shareholder Yield";"Check";"Check";"Check";"Check";"Check"
"JNUG";"Daily Junior Gold Miners Index Bull 3x Shares";"No";"publicly traded small- and medium-capitalization companies that generate at least 50% of their revenues from gold and/or silver mining, hold real property that has the potential to produce at least 50% of the company's revenue from gold or silver mining when developed, or primarily invest in gold or silver.";"Equity";"USD";"Precious Metals (Gold Miners)";"Broad";"Mixed";"Small";"check";"No";"No";"No";"Long";"Yes";"B+";"Check";"Yes";"Daily Junior Gold Miners Bull 3x Shares";"Check";"Check";"Check";"Check";"Check"
"IQDF";"FlexShares International Quality Dividend Index Fund";"No";"Companies included are selected based on expected dividend payment and fundamental factors, such as profitability, solid management and reliable cash flow. Fin - 34%. UK - 17%";"Equity";"USD";"Diversified";"Broad excl US";"Mixed";"Large";"check";"No";"No";"Dividends";"Long";"No";"B+";"B+";"Yes";"FlexShares International Quality Dividend";"Check";"Check";"Check";"Check";"Check"
"ASHR";"db X-trackers Harvest CSI 300 China A-Shares Fund";"No";"300 A-Share stocks listed on the Shenzen or Shanghai Stock Exchange";"Equity";"USD";"Diversified";"Emerging Asia (China)";"CNY";"Large";"check";"No";"No";"No";"Long";"No";"C";"A";"Yes";"X-trackers Harvest CSI 300 China A-Shares";"Check";"Check";"Check";"Check";"Check"
"NFRA";"STOXX Global Broad Infrastructure Index Fund";"No";"ok";"Equity";"USD";"Utilities (Infrastructure)";"Broad";"Mixed";"Large";"check";"No";"No";"No";"Long";"No";"B+";"B+";"Yes";"STOXX Global Broad Infrastructure";"Check";"Check";"Check";"Check";"Check"
"HYLS";"High Yield Long/Short ETF";"No";"?";"Bonds";"USD";"Corporate (Junk)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long/Short";"No";"C";"C+";"No FX risk for USD";"High Yield Long/Short";"Check";"Check";"Check";"Check";"Check"
"FTSL";"Senior Loan Fund";"No";"Ok";"Bonds";"USD";"Corporate (Bank Loans)";"Developed North America (US)";"USD";"No";"check";"Short-Term";"No";"No";"Long";"No";"C";"B";"No FX risk for USD";"Senior Loan";"Check";"Check";"Check";"Check";"Check"
"DBEU";"MSCI Europe Hedged Equity Fund";"No";"developed stock markets in Europe, while at the same time mitigating exposure to fluctuations between the value of the U.S. dollar and selected non-U.S. currencies";"Equity";"USD";"Diversified";"Developed Europe";"Mixed";"Large";"check";"No";"No";"No";"Long";"No";"A-";"Check";"No FX risk for USD";"Europe Hedged Equity";"Check";"Check";"Check";"Check";"Check"
"FTGC";"Global Tactical Commodity Strategy Fund";"No";"Ok";"Commodities";"USD";"Diversified";"Broad";"Mixed";"No";"check";"No";"No";"No";"Long";"No";"C+";"B+";"Yes";"Global Tactical Commodity Strategy";"Check";"Check";"Check";"Check";"Check"
"FHLC";"MSCI Health Care Index ETF";"No";"ok";"Equity";"USD";"Healthcare";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Health Care";"Check";"Check";"Check";"Check";"Check"
"VWOB";"Emerging Markets Government Bond ETF";"No";"Ok";"Bonds";"USD";"State";"Emerging Broad";"Mixed";"No";"check";"Long-Term";"No";"No";"Long";"No";"A+";"B";"Yes";"Emerging Markets Government Bond";"Check";"Check";"Check";"Check";"Check"
"CEFL";"ETRACS Monthly Pay 2xLeveraged Closed-End Fund ETN";"No";"he index is comprised of 30 closed-end funds (CEFs) ranked highest overall by the ISE in three criteria: fund yield, discount to net asset value and liquidity";"Equity";"USD";"Diversified";"Broad";"Mixed";"Mixed";"check";"No";"No";"No";"Long";"Yes";"A";"Check";"Yes";"ETRACS Monthly Pay 2xLeveraged Closed-End";"Check";"Check";"Check";"Check";"Check"
"VUSE";"Core U.S. Equity Fund";"No";"systematic, rules-based strategy that seeks to emphasize companies with higher quality expense recognition, financial reporting, and corporate governance standards";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";"B";"Check";"No FX risk for USD";"Core U.S. Equity";"Check";"Check";"Check";"Check";"Check"
"FTEC";"MSCI Information Technology Index ETF";"No";"ok";"Equity";"USD";"Technology";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Information Technology";"Check";"Check";"Check";"Check";"Check"
"SPHD";"S&P 500 High Dividend Portfolio";"No";"ok";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"No";"No";"Dividends";"Long";"No";"B+";"B+";"No FX risk for USD";"S&P 500 High Dividend Portfolio";"Check";"Check";"Check";"Check";"Check"
"EMFM";"Next Emerging & Frontier ETF";"No";"ok";"Equity";"USD";"Diversified";"Emerging Broad";"Mixed";"Large";"check";"No";"No";"No";"Long";"No";"A-";"Check";"Yes";"Next Emerging & Frontier";"Check";"Check";"Check";"Check";"Check"
"VLUE";"MSCI USA Value Factor ETF";"No";"emphasize stocks with higher accounting values compared to the accounting values of the constituents in the parent index. The value weighting of each security is determined using four accounting variables based on publicly reported financial data: book value and three-year moving averages of sales, earnings, and cash earnings.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";"A";"Check";"No FX risk for USD";"USA Value Factor";"Check";"Check";"Check";"Check";"Check"
"IBCC";"iSharesBond 2018 Corporate ex-Financials Term ETF";"No";"Ok";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long";"No";"A";"Check";"No FX risk for USD";"Bond 2018 Corporate ex-Financials Term";"Check";"Check";"Check";"Check";"Check"
"MLPX";"Global X MLP & Energy Infrastructure ETF";"No";"ok";"Equity";"USD";"Energy";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"MLP & Energy Infrastructure";"Check";"Check";"Check";"Check";"Check"
"HYHG";"High Yield Interest Rate Hedged ETF";"No";"long positions in USD-denominated high yield corporate bonds (""high yield bonds"") and short positions in U.S. Treasury notes or bonds (""Treasury Securities"") of, in aggregate, approximate equivalent duration. In entering these positions, the index seeks to achieve an overall effective duration of zero.";"Bonds";"USD";"Corporate (Junk)";"Developed North America (US)";"USD";"No";"check";"Intermediate-Term";"No";"No";"Long/Short";"No";"B";"C+";"No FX risk for USD";"High Yield Interest Rate Hedged";"Check";"Check";"Check";"Check";"Check"
"ISTB";"Core Short-Term U.S. Bond ETF";"No";"Ok";"Bonds";"USD";"State&Corporate";"Developed North America (US)";"USD";"No";"check";"Short-Term";"No";"No";"Long";"No";"A-";"C+";"No FX risk for USD";"Core Short-Term U.S. Bond";"Check";"Check";"Check";"Check";"Check"
"FNDX";"Fundamental U.S. Large Company Index ETF";"No";"The Index utilizes three fundamental measures of company size: retained operating cash flow, adjusted sales, and dividends plus buybacks.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"No";"Long";"No";"B+";"Check";"No FX risk for USD";"Fundamental U.S. Large Company";"Check";"Check";"Check";"Check";"Check"
"FENY";"MSCI Energy Index ETF";"No";"ok";"Equity";"USD";"Energy";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Energy";"Check";"Check";"Check";"Check";"Check"
"SIZE";"MSCI USA Size Factor ETF";"No";"The index seeks to provide negative exposure to two systematic factors, the size factor and volatility factor, by emphasizing stocks with smaller average market capitalization and lower realized volatility than its parent index. The index is based on a traditional market cap weighted parent index, the MSCI USA Index, which includes US large and mid cap stocks. The index reweights each security of the parent index using a rules-based methodology so that stocks with relatively smaller average market capitalization and lower risk weightings based on the index provider's methodology constitute a higher percentage of the index. The risk weighting of each security is calculated using the inverse of its historical variance, estimated based on three years of weekly return data. ";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"Low Volatility";"No";"No";"Long";"No";"A";"Check";"No FX risk for USD";"USA Size Factor";"Check";"Check";"Check";"Check";"Check"
"FIDU";"MSCI Industrials Index ETF";"No";"ok";"Equity";"USD";"Industrials";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Industrials";"Check";"Check";"Check";"Check";"Check"
"DIV";"SuperDividend U.S. ETF";"No";"50 equally weighted common stocks, MLPs and REITs that rank among the highest dividend yielding equity securities in the United States, as defined by INDXX, LLC. The components of the index will have also paid dividends consistently over the last two years";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"Equally";"No";"No";"Dividends";"Long";"No";"B-";"B-";"No FX risk for USD";"SuperDividend U.S.";"Check";"Check";"Check";"Check";"Check"
"SPFF";"SuperIncome Preferred ETF";"No";" highest yielding preferred securities in the United States";"Preferred Stock";"USD";"Diversified";"Developed North America (US)";"USD";"No";"check";"No";"No";"No";"Long";"No";"B";"C+";"No FX risk for USD";"SuperIncome Preferred";"Check";"Check";"Check";"Check";"Check"
"FNDF";"Fundamental International Large Company Index ETF";"No";"three fundamental measures of company size: retained operating cash flow, adjusted sales, and dividends plus buybacks.";"Equity";"USD";"Diversified";"Broad";"Mixed";"Large";"check";"No";"No";"No";"Long";"No";"A-";"Check";"Yes";"Fundamental International Large Company";"Check";"Check";"Check";"Check";"Check"
"DGRW";"U.S. Dividend Growth Fund";"No";"dividend-paying stocks with growth characteristics. The Index is comprised of the 300 companies in the WisdomTree Dividend Index with the best combined rank of growth and quality factors. The growth factor ranking is based on long-term earnings growth expectations, while the quality factor ranking is based on three year historical averages for return on equity and return on assets.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Large";"check";"Fundamentals";"No";"Dividends";"Long";"No";"B+";"Check";"No FX risk for USD";"U.S. Dividend Growth";"Check";"Check";"Check";"Check";"Check"
"FNCL";"MSCI Financials Index ETF";"No";"ok";"Equity";"USD";"Financials";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Financials";"Check";"Check";"Check";"Check";"Check"
"FUTY";"MSCI Utilities Index ETF";"No";"ok";"Equity";"USD";"Utilities";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Utilities";"Check";"Check";"Check";"Check";"Check"
"IGHG";"Investment Grade Interest Rate Hedged ETF";"No";" long positions in USD-denominated investment grade corporate bonds issued by both U.S. and foreign domiciled companies; and (b) short positions in U.S. Treasury notes or bonds (""Treasury Securities"") of, in aggregate, approximate equivalent duration to the investment grade bonds";"Bonds";"USD";"Corporate (Investment Grade)";"Developed North America (US)";"USD";"No";"check";"Long-Term";"No";"No";"Long/Short";"No";"C+";"Check";"No FX risk for USD";"Investment Grade Interest Rate Hedged";"Check";"Check";"Check";"Check";"Check"
"FSTA";"MSCI Consumer Staples Index ETF";"No";"ok";"Equity";"USD";"Consumer (Staples)";"Developed North America (US)";"USD";"Large";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Consumer Staples";"Check";"Check";"Check";"Check";"Check"
"FNDB";"Fundamental U.S. Broad Market Index ETF";"No";"three fundamental measures of company size: retained operating cash flow, adjusted sales, and dividends plus buybacks.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Mixed";"check";"Fundamentals";"No";"No";"Long";"No";"B+";"Check";"No FX risk for USD";"Fundamental U.S. Broad Market";"Check";"Check";"Check";"Check";"Check"
"FNDA";"Fundamental U.S. Small Company Index ETF";"No";"three fundamental measures of company size: retained operating cash flow, adjusted sales, and dividends plus buybacks.";"Equity";"USD";"Diversified";"Developed North America (US)";"USD";"Small";"check";"Fundamentals";"No";"No";"Long";"No";"B+";"Check";"No FX risk for USD";"Fundamental U.S. Small Company";"Check";"Check";"Check";"Check";"Check"
"DXJS";"WisdomTree Japan Hedged SmallCap Equity Fund";"No";"ok";"Equity";"USD";"Diversified";"Developed Asia (Japan)";"JPY";"Small";"check";"No";"No";"No";"Long";"No";"C";"Check";"No FX risk for USD";"Japan Hedged SmallCap Equity";"Check";"Check";"Check";"Check";"Check"
"FMAT";"MSCI Materials Index ETF";"No";"ok";"Equity";"USD";"Materials";"Developed North America (US)";"USD";"Mixed";"check";"No";"No";"No";"Long";"No";"A+";"Check";"No FX risk for USD";"Materials";"Check";"Check";"Check";"Check";"Check"
"JDST";"Daily Junior Gold Miners Index Bear 3x Shares";"No";"publicly traded small- and medium-capitalization companies that generate at least 50% of their revenues from gold and/or silver mining, hold real property that has the potential to produce at least 50% of the company's revenue from gold or silver mining when developed, or primarily invest in gold or silver.";"Equity";"USD";"Precious Metals (Gold Miners)";"Broad";"Mixed";"Small";"check";"No";"No";"No";"Short";"Yes";"A-";"Check";"Yes";"Daily Junior Gold Miners Bear 3x Shares";"Check";"Check";"Check";"Check";"Check"
